ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Price,Yearly_sales,Rating,Genre,Language
553373803,The Fifth Sacred Thing,Starhawk,1994,Bantam,http://images.amazon.com/images/P/0553373803.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553373803.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553373803.01.LZZZZZZZ.jpg,$208.19,94288,7,Comedy,Spanish
60392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,Michael Moore,2002,Regan Books,http://images.amazon.com/images/P/0060392452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060392452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060392452.01.LZZZZZZZ.jpg,$333.17,40575,10,Action,Greek
1568650418,The Elric Saga PT. II,Michael Moorcock,1984,Doubleday Books,http://images.amazon.com/images/P/1568650418.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1568650418.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1568650418.01.LZZZZZZZ.jpg,$189.01,82077,8,Comedy,Catalan
451455789,No One Noticed the Cat,Anne McCaffrey,1996,Roc,http://images.amazon.com/images/P/0451455789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451455789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451455789.01.LZZZZZZZ.jpg,$182.42,89156,3,Comedy,Georgian
963401661,Great Deaf Americans: The Second Edition,Matthew S. Moore,1996,Deaf Life Press,http://images.amazon.com/images/P/0963401661.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0963401661.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0963401661.01.LZZZZZZZ.jpg,$116.20,4655,5,Action,Tswana
153895152,Our Latin Heritage (Our Latin Heritage),Lillian M. Hines,1969,Holt Rinehart and Winston,http://images.amazon.com/images/P/0153895152.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0153895152.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0153895152.01.LZZZZZZZ.jpg,$22.77,19741,5,Documentary,Georgian
345412451,The Termination Node,Lois H. Gresh,1999,Ballantine Books,http://images.amazon.com/images/P/0345412451.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345412451.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345412451.01.LZZZZZZZ.jpg,$120.39,94768,5,Crime,Malayalam
590353403,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998,Scholastic,http://images.amazon.com/images/P/0590353403.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590353403.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590353403.01.LZZZZZZZ.jpg,$397.35,5340,9,Comedy,Tsonga
941104184,War Against War,Ernst Friedrich,1987,Real Comet Press,http://images.amazon.com/images/P/0941104184.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0941104184.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0941104184.01.LZZZZZZZ.jpg,$426.51,22389,4,Western,Armenian
380815931,In the Beginning...was the Command Line,Neal Stephenson,1999,Perennial,http://images.amazon.com/images/P/0380815931.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380815931.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380815931.01.LZZZZZZZ.jpg,$190.87,53588,5,Action,Danish
930878132,Guide to Korean Characters: Reading and Writing Hangul and Hanja,Bruce K. Grant,1987,Weatherhill Inc.,http://images.amazon.com/images/P/0930878132.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0930878132.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0930878132.01.LZZZZZZZ.jpg,$55.07,5407,3,Comedy,Amharic
312263120,Digital Fortress : A Thriller,Dan Brown,2000,St. Martin's Griffin,http://images.amazon.com/images/P/0312263120.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312263120.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312263120.01.LZZZZZZZ.jpg,$196.07,95399,10,Drama,Irish Gaelic
806511605,Fairy-Faith in Celtic Countries (Library of the Mystic Arts),W. Y. Evans-Wentz,1990,Citadel Press,http://images.amazon.com/images/P/0806511605.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0806511605.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0806511605.01.LZZZZZZZ.jpg,$337.57,42565,7,Drama,Montenegrin
7103999,Witch,Fiona Horne,2001,Thorsons Publishers,http://images.amazon.com/images/P/0007103999.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0007103999.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0007103999.01.LZZZZZZZ.jpg,$73.45,59765,5,Comedy,German
886777844,Summon the Keeper,Tanya Huff,1998,Daw Books,http://images.amazon.com/images/P/0886777844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886777844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886777844.01.LZZZZZZZ.jpg,$82.80,82131,6,Comedy,Macedonian
875424961,The 21 Lessons of Merlyn: A Study in Druid Magic and Lore,Douglas Monroe,1992,Llewellyn Publications,http://images.amazon.com/images/P/0875424961.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0875424961.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0875424961.01.LZZZZZZZ.jpg,$369.28,14906,4,Horror,Spanish
877285314,Spiritual Cleansing: A Handbook of Psychic Protection,Draja Mickaharic,1989,Weiser Books,http://images.amazon.com/images/P/0877285314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0877285314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0877285314.01.LZZZZZZZ.jpg,$160.28,24782,8,Children,Dzongkha
380789116,The Queen's Necklace,Teresa Edgerton,2001,Eos,http://images.amazon.com/images/P/0380789116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380789116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380789116.01.LZZZZZZZ.jpg,$92.66,2912,10,Drama,Bulgarian
2877141667,L'Education Sentimenntale (World Classics),Gustave Flaubert,2000,Bookking International,http://images.amazon.com/images/P/2877141667.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2877141667.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2877141667.01.LZZZZZZZ.jpg,$409.83,11980,8,Romance,Indonesian
312243359,We Wish to Inform You That Tomorrow We Will be Killed With Our Families: Stories from Rwanda,Philip Gourevitch,1999,Picador USA,http://images.amazon.com/images/P/0312243359.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312243359.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312243359.01.LZZZZZZZ.jpg,$54.48,36157,5,(no genres listed),Korean
2742702458,La Virevolte,Nancy Huston,1999,Actes Sud,http://images.amazon.com/images/P/2742702458.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2742702458.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2742702458.01.LZZZZZZZ.jpg,$136.52,40258,8,Mystery,Romanian
2253182389,Meurtres en soutane,P.D. James,2003,Le Livre de Poche,http://images.amazon.com/images/P/2253182389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253182389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253182389.01.LZZZZZZZ.jpg,$285.64,99404,7,Adventure,Lao
385498802,Bee Season: A Novel,Myla Goldberg,2001,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385498802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385498802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385498802.01.LZZZZZZZ.jpg,$30.78,39220,2,Drama,English
141002077,Cherry: A Memoir,Mary Karr,2001,Penguin Books,http://images.amazon.com/images/P/0141002077.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141002077.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141002077.01.LZZZZZZZ.jpg,$293.93,41550,8,Action,Dari
394757653,The Simple Art of Murder (Vintage Crime),RAYMOND CHANDLER,1988,Vintage,http://images.amazon.com/images/P/0394757653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394757653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394757653.01.LZZZZZZZ.jpg,$412.10,72433,10,Action,Sotho
812579569,Domain,Steve Alten,2002,Tor Books,http://images.amazon.com/images/P/0812579569.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812579569.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812579569.01.LZZZZZZZ.jpg,$498.10,80172,10,Horror,English
898655293,Myth-Nomers and Im-Pervections,Robert Asprin,1987,Donning Company Publishers,http://images.amazon.com/images/P/0898655293.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0898655293.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0898655293.01.LZZZZZZZ.jpg,$444.96,40142,5,Action,Tamil
449904628,Dave Barry Slept Here: A Sort of History of the United States,Dave Barry,1990,Ballantine Books,http://images.amazon.com/images/P/0449904628.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449904628.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449904628.01.LZZZZZZZ.jpg,$305.75,13716,9,Adventure,English
831750065,In Praise of Cats,Smithmark Publishing,1992,Smithmark Pub,http://images.amazon.com/images/P/0831750065.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0831750065.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0831750065.01.LZZZZZZZ.jpg,$237.65,94099,10,Comedy,English
446674338,Brown Girl in the Ring,Nalo Hopkinson,1998,Warner Books,http://images.amazon.com/images/P/0446674338.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446674338.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446674338.01.LZZZZZZZ.jpg,$303.47,68451,9,Comedy,English
449702936,Sons from Afar,Cynthia Voigt,1988,Fawcett Books,http://images.amazon.com/images/P/0449702936.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449702936.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449702936.01.LZZZZZZZ.jpg,$428.38,92899,2,Documentary,English
449701301,Building Blocks,Cynthia Voigt,1985,Fawcett Books,http://images.amazon.com/images/P/0449701301.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449701301.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449701301.01.LZZZZZZZ.jpg,$100.18,8691,3,Comedy,English
449703347,Tree by Leaf,Cynthia Voigt,1995,Fawcett Books,http://images.amazon.com/images/P/0449703347.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449703347.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449703347.01.LZZZZZZZ.jpg,$128.45,35465,9,Drama,English
590477323,Building Blocks (Point),Cynthia Voigt,1994,Scholastic,http://images.amazon.com/images/P/0590477323.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590477323.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590477323.01.LZZZZZZZ.jpg,$33.87,81394,4,Documentary,Spanish
449701875,Jackaroo,Cynthia Voigt,1989,Fawcett Books,http://images.amazon.com/images/P/0449701875.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449701875.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449701875.01.LZZZZZZZ.jpg,$198.97,93281,3,Documentary,Quechua
590471570,A Solitary Blue (Point),Cynthia Voigt,1993,Scholastic,http://images.amazon.com/images/P/0590471570.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590471570.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590471570.01.LZZZZZZZ.jpg,$114.30,81026,2,Action,Chinese
449702545,Homecoming,Cynthia Voigt,1990,Fawcett Books,http://images.amazon.com/images/P/0449702545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449702545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449702545.01.LZZZZZZZ.jpg,$255.77,80144,1,Documentary,Tok Pisin
156005778,Mister Sandman (Harvest Book),Barbara Gowdy,1998,Harvest Books,http://images.amazon.com/images/P/0156005778.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156005778.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156005778.01.LZZZZZZZ.jpg,$344.45,12677,10,Drama,Arabic
1550223968,Too Close to the Falls: A Memoir,Catherine Gildiner,1999,Independent Pub Group,http://images.amazon.com/images/P/1550223968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1550223968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1550223968.01.LZZZZZZZ.jpg,$355.66,90895,10,Documentary,Latvian
312291639,The Nanny Diaries: A Novel,Emma McLaughlin,2003,St. Martin's Griffin,http://images.amazon.com/images/P/0312291639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312291639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312291639.01.LZZZZZZZ.jpg,$342.20,31280,10,Comedy,Assamese
014043187X,The Picture of Dorian Gray (Penguin Classic),Oscar Wilde,1985,Penguin Books,http://images.amazon.com/images/P/014043187X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014043187X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014043187X.01.LZZZZZZZ.jpg,$477.78,44537,5,Comedy,Belarusian
425101452,Phantoms,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425101452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425101452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425101452.01.LZZZZZZZ.jpg,$288.12,31375,7,Comedy,Lithuanian
192816489,No Name (World's Classics),William Wilkie Collins,1987,Oxford University Press,http://images.amazon.com/images/P/0192816489.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0192816489.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0192816489.01.LZZZZZZZ.jpg,$87.06,8587,7,Comedy,Portuguese
189251415X,The Bearded Lady,Sharlee Dieguez,1999,Guernica Editions,http://images.amazon.com/images/P/189251415X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/189251415X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/189251415X.01.LZZZZZZZ.jpg,$107.93,65904,3,Comedy,Moldovan
014018869X,Cold Comfort Farm,Stella Gibbons,1995,Penguin Books,http://images.amazon.com/images/P/014018869X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014018869X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014018869X.01.LZZZZZZZ.jpg,$152.42,9498,3,Drama,Maltese
1401068049,Revelation and the Fall of Judea,Maurice A. Williams,2002,Xlibris Corporation,http://images.amazon.com/images/P/1401068049.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1401068049.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1401068049.01.LZZZZZZZ.jpg,$210.78,26034,5,Horror,Afrikaans
2070374637,L'Ami retrouvÃ?Â©,Fred Uhlman,1983,Gallimard,http://images.amazon.com/images/P/2070374637.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070374637.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070374637.01.LZZZZZZZ.jpg,$389.04,67405,4,(no genres listed),Hindi
2890377741,Lame (Collection Sextant),Esther Rochon,1995,Editions QuÃ©bec/AmÃ©rique,http://images.amazon.com/images/P/2890377741.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2890377741.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2890377741.01.LZZZZZZZ.jpg,$59.79,79566,6,Drama,Greek
375505296,The Dante Club : A Novel,Matthew Pearl,2003,Random House,http://images.amazon.com/images/P/0375505296.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375505296.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375505296.01.LZZZZZZZ.jpg,$89.84,44311,2,Comedy,Norwegian
3423350024,Der Wahnsinn der NormalitÃ?Â¤t.,Arno Gruen,1989,Dtv,http://images.amazon.com/images/P/3423350024.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423350024.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423350024.01.LZZZZZZZ.jpg,$133.32,84148,2,Documentary,Tsonga
034536662X,Jacob the Baker: Gentle Wisdom For a Complicated World,Noah benShea,1990,Ballantine Books,http://images.amazon.com/images/P/034536662X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034536662X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034536662X.01.LZZZZZZZ.jpg,$428.24,66790,10,Drama,Swati
553348981,Jitterbug Perfume,TOM ROBBINS,1990,Bantam,http://images.amazon.com/images/P/0553348981.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553348981.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553348981.01.LZZZZZZZ.jpg,$154.88,94546,7,Documentary,Kazakh
486251772,Adventures at Sea in the Great Age of Sail: Five Firsthand Narratives,Elliot Snow,1986,Dover Publications,http://images.amazon.com/images/P/0486251772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486251772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486251772.01.LZZZZZZZ.jpg,$307.11,30776,3,Romance,Northern Sotho
671541013,POSSESSIONS,Judith Michael,1985,Pocket,http://images.amazon.com/images/P/0671541013.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671541013.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671541013.01.LZZZZZZZ.jpg,$360.68,52383,6,Crime,French
684874350,ANGELA'S ASHES,Frank McCourt,1996,Scribner,http://images.amazon.com/images/P/0684874350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684874350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684874350.01.LZZZZZZZ.jpg,$50.30,64510,6,Adventure,Kashmiri
451207580,Who Left That Body in the Rain? (Thoroughly Southern Mysteries),Patricia Sprinkle,2002,Signet Book,http://images.amazon.com/images/P/0451207580.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451207580.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451207580.01.LZZZZZZZ.jpg,$183.28,4837,10,Action,GuaranÃ­
446611212,Violets Are Blue,James Patterson,2002,Warner Vision,http://images.amazon.com/images/P/0446611212.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611212.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611212.01.LZZZZZZZ.jpg,$348.94,78533,3,Comedy,Hindi
452264790,Tar Baby,Toni Morrison,1987,Plume Books,http://images.amazon.com/images/P/0452264790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452264790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452264790.01.LZZZZZZZ.jpg,$463.34,53976,1,Crime,Assamese
679448802,Gone Bamboo,Anthony Bourdain,1997,Random House Inc,http://images.amazon.com/images/P/0679448802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679448802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679448802.01.LZZZZZZZ.jpg,$423.46,72126,4,Action,Montenegrin
425189082,The Etruscan Chimera (Archaeological Mystery),Lyn Hamilton,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425189082.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425189082.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425189082.01.LZZZZZZZ.jpg,$336.70,91186,9,Drama,Norwegian
553254456,Gestalt Therapy,Frederick S. Perls,1983,Bantam Books,http://images.amazon.com/images/P/0553254456.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553254456.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553254456.01.LZZZZZZZ.jpg,$265.48,42463,8,Drama,GuaranÃ­
553130250,Women Prefer Women,Elula Perrin,1980,Bantam Books,http://images.amazon.com/images/P/0553130250.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553130250.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553130250.01.LZZZZZZZ.jpg,$284.67,82589,5,Horror,Hungarian
451451279,The Witch's Daughter,R.A. Salvatore,1991,New Amer Library,http://images.amazon.com/images/P/0451451279.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451451279.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451451279.01.LZZZZZZZ.jpg,$378.82,76657,7,Drama,Dari
441816533,Tomoe Gozen,Jessica Amanda Salmonson,1984,Ace Books,http://images.amazon.com/images/P/0441816533.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441816533.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441816533.01.LZZZZZZZ.jpg,$353.65,37803,6,Drama,Portuguese
879977361,Amazons II,Jessica Salmonson,1982,DAW Books,http://images.amazon.com/images/P/0879977361.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0879977361.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0879977361.01.LZZZZZZZ.jpg,$431.21,69637,7,Adventure,Quechua
671002384,Ancient Blood:  Day of Honor #1 (Star Trek The Next Generation),Diane Carey,1997,Star Trek,http://images.amazon.com/images/P/0671002384.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671002384.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671002384.01.LZZZZZZZ.jpg,$154.96,44945,1,Action,New Zealand Sign Language
380561433,God Herself: Feminine Roots of Astrology,Geraldine Thorsten,1981,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380561433.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380561433.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380561433.01.LZZZZZZZ.jpg,$375.22,97452,8,Comedy,Chinese
879831227,Preventive Organic Medicine (Pivot Health Book),Jurt W. Donsbach,1976,McGraw-Hill,http://images.amazon.com/images/P/0879831227.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0879831227.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0879831227.01.LZZZZZZZ.jpg,$15.01,41551,1,Drama,Afrikaans
425155943,Contagion,Robin Cook,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425155943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425155943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425155943.01.LZZZZZZZ.jpg,$159.40,46196,9,Horror,Chinese
553240307,Sudden Death,Rita Mae Brown,1984,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553240307.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553240307.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553240307.01.LZZZZZZZ.jpg,$312.28,17355,10,Comedy,Tamil
3257229534,Der Vorleser,Bernhard Schlink,1999,Diogenes Verlag AG,http://images.amazon.com/images/P/3257229534.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257229534.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257229534.01.LZZZZZZZ.jpg,$105.52,46529,2,Horror,Kashmiri
