ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Price,Yearly_sales,Rating,Genre,Language
553348981,Jitterbug Perfume,TOM ROBBINS,1990,Bantam,http://images.amazon.com/images/P/0553348981.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553348981.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553348981.01.LZZZZZZZ.jpg,154.88,77868,7.7,Documentary,Kazakh
486251772,Adventures at Sea in the Great Age of Sail: Five Firsthand Narratives,Elliot Snow,1986,Dover Publications,http://images.amazon.com/images/P/0486251772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486251772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486251772.01.LZZZZZZZ.jpg,307.11,33063,3.2,Romance,Northern Sotho
671541013,POSSESSIONS,Judith Michael,1985,Pocket,http://images.amazon.com/images/P/0671541013.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671541013.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671541013.01.LZZZZZZZ.jpg,360.68,103950,6.7,Crime,French
684874350,ANGELA'S ASHES,Frank McCourt,1996,Scribner,http://images.amazon.com/images/P/0684874350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684874350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684874350.01.LZZZZZZZ.jpg,50.3,98532,6.9,Adventure,Kashmiri
451207580,Who Left That Body in the Rain? (Thoroughly Southern Mysteries),Patricia Sprinkle,2002,Signet Book,http://images.amazon.com/images/P/0451207580.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451207580.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451207580.01.LZZZZZZZ.jpg,183.28,194820,10,Action,GuaranÃ­
446611212,Violets Are Blue,James Patterson,2002,Warner Vision,http://images.amazon.com/images/P/0446611212.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611212.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611212.01.LZZZZZZZ.jpg,348.94,50400,3.6,Comedy,Hindi
452264790,Tar Baby,Toni Morrison,1987,Plume Books,http://images.amazon.com/images/P/0452264790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452264790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452264790.01.LZZZZZZZ.jpg,463.34,16157,1.2,Crime,Assamese
679448802,Gone Bamboo,Anthony Bourdain,1997,Random House Inc,http://images.amazon.com/images/P/0679448802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679448802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679448802.01.LZZZZZZZ.jpg,423.46,74160,4.6,Action,Montenegrin
425189082,The Etruscan Chimera (Archaeological Mystery),Lyn Hamilton,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425189082.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425189082.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425189082.01.LZZZZZZZ.jpg,336.7,180648,9.3,Drama,Norwegian
553254456,Gestalt Therapy,Frederick S. Perls,1983,Bantam Books,http://images.amazon.com/images/P/0553254456.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553254456.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553254456.01.LZZZZZZZ.jpg,265.48,119568,8.1,Drama,GuaranÃ­
553130250,Women Prefer Women,Elula Perrin,1980,Bantam Books,http://images.amazon.com/images/P/0553130250.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553130250.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553130250.01.LZZZZZZZ.jpg,284.67,70040,5.1,Horror,Hungarian
451451279,The Witch's Daughter,R.A. Salvatore,1991,New Amer Library,http://images.amazon.com/images/P/0451451279.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451451279.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451451279.01.LZZZZZZZ.jpg,378.82,103768,7.2,Drama,Dari
441816533,Tomoe Gozen,Jessica Amanda Salmonson,1984,Ace Books,http://images.amazon.com/images/P/0441816533.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441816533.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441816533.01.LZZZZZZZ.jpg,353.65,106212,6.2,Drama,Portuguese
879977361,Amazons II,Jessica Salmonson,1982,DAW Books,http://images.amazon.com/images/P/0879977361.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0879977361.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0879977361.01.LZZZZZZZ.jpg,431.21,107814,7.8,Adventure,Quechua
671002384,Ancient Blood:  Day of Honor #1 (Star Trek The Next Generation),Diane Carey,1997,Star Trek,http://images.amazon.com/images/P/0671002384.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671002384.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671002384.01.LZZZZZZZ.jpg,154.96,17300,1.5,Action,New Zealand Sign Language
380561433,God Herself: Feminine Roots of Astrology,Geraldine Thorsten,1981,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380561433.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380561433.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380561433.01.LZZZZZZZ.jpg,375.22,158080,8.2,Comedy,Chinese
879831227,Preventive Organic Medicine (Pivot Health Book),Jurt W. Donsbach,1976,McGraw-Hill,http://images.amazon.com/images/P/0879831227.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0879831227.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0879831227.01.LZZZZZZZ.jpg,15.01,18281,1.5,Drama,Afrikaans
425155943,Contagion,Robin Cook,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425155943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425155943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425155943.01.LZZZZZZZ.jpg,159.4,149310,9.1,Horror,Chinese
553240307,Sudden Death,Rita Mae Brown,1984,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553240307.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553240307.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553240307.01.LZZZZZZZ.jpg,312.28,189000,10,Comedy,Tamil
3257229534,Der Vorleser,Bernhard Schlink,1999,Diogenes Verlag AG,http://images.amazon.com/images/P/3257229534.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257229534.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257229534.01.LZZZZZZZ.jpg,105.52,22464,2.2,Horror,Kashmiri
553144286,Lord Valentine's castle,Robert Silverberg,1981,Bantam Books,http://images.amazon.com/images/P/0553144286.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553144286.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553144286.01.LZZZZZZZ.jpg,222.28,108878,7.2,Comedy,Bengali
440241537,The King of Torts,JOHN GRISHAM,2003,Dell,http://images.amazon.com/images/P/0440241537.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440241537.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440241537.01.LZZZZZZZ.jpg,388.21,107730,9.9,Drama,Spanish
034538475X,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,http://images.amazon.com/images/P/034538475X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034538475X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034538475X.01.LZZZZZZZ.jpg,231.74,181764,9.5,Action,Dzongkha
345419995,Dave Barry's Greatest Hits,Dave Barry,1997,Ballantine Books,http://images.amazon.com/images/P/0345419995.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345419995.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345419995.01.LZZZZZZZ.jpg,477.16,12772,1.6,Documentary,Hiri Motu
345388674,The Total Zone (Jordan Myles Mysteries),Martina Navratilova,1995,Fawcett Books,http://images.amazon.com/images/P/0345388674.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345388674.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345388674.01.LZZZZZZZ.jpg,186.3,119700,10,Action,Ndebele
345277937,GOLDENGIRL,Peter Lear,1979,Ballantine Books,http://images.amazon.com/images/P/0345277937.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345277937.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345277937.01.LZZZZZZZ.jpg,112,93420,5.5,Animation,Punjabi
671824171,DANGEROUS GAMES,Marta Randall,1980,Pocket,http://images.amazon.com/images/P/0671824171.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671824171.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671824171.01.LZZZZZZZ.jpg,424.44,120960,8.5,Comedy,Swati
879977981,Moonscatter,Jo Clayton,1985,New American Library,http://images.amazon.com/images/P/0879977981.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0879977981.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0879977981.01.LZZZZZZZ.jpg,200.64,50592,4.2,Drama,Marathi
441239196,First Cycle,H. Beam Piper,1982,Ace Books,http://images.amazon.com/images/P/0441239196.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441239196.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441239196.01.LZZZZZZZ.jpg,329.3,100170,6.3,Action,New Zealand Sign Language
671822845,STARCHILD TRILOGY,Frederik Pohl,1978,Pocket,http://images.amazon.com/images/P/0671822845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671822845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671822845.01.LZZZZZZZ.jpg,131.43,140392,8.3,Comedy,Dari
880387157,Illegal Aliens (Tsr Books),Nick Pollotta,1989,Wizards of the Coast,http://images.amazon.com/images/P/0880387157.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0880387157.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0880387157.01.LZZZZZZZ.jpg,340.06,53040,5.7,Action,Kyrgyz
451163036,Cat House,Michael Peak,1992,Roc,http://images.amazon.com/images/P/0451163036.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451163036.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451163036.01.LZZZZZZZ.jpg,461.78,69015,5.3,Animation,Punjabi
345280229,Warm Worlds and Otherwise,James Tiptree Jr.,1979,Del Rey Books,http://images.amazon.com/images/P/0345280229.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345280229.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345280229.01.LZZZZZZZ.jpg,365.35,107100,7.6,Comedy,Mongolian
875421989,The Magick of the Tarot (The Llewellyn Practical Guides),Denning &amp; Phillips,1993,Llewellyn Pubns,http://images.amazon.com/images/P/0875421989.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0875421989.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0875421989.01.LZZZZZZZ.jpg,27.17,121056,6.3,Animation,Bulgarian
874771412,Tarot therapy: A guide to the subconscious,Jan Woudhuysen,1980,distributed by Houghton Mifflin,http://images.amazon.com/images/P/0874771412.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0874771412.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0874771412.01.LZZZZZZZ.jpg,145.73,111888,7.6,Documentary,Kashmiri
425098648,Night Chills,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425098648.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425098648.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425098648.01.LZZZZZZZ.jpg,84.26,99498,7.2,Comedy,Swedish
61008427,Pacific Blues,Stephen Smoke,1996,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0061008427.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061008427.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061008427.01.LZZZZZZZ.jpg,124.25,74200,7.8,Drama,Moldovan
425181103,Phantoms,Dean R. Koontz,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425181103.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425181103.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425181103.01.LZZZZZZZ.jpg,250.81,35148,3.4,Comedy,Moldovan
786001690,Tattoo,Dale Banks,1995,Pinnacle Books,http://images.amazon.com/images/P/0786001690.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786001690.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786001690.01.LZZZZZZZ.jpg,372.35,119412,9.9,Adventure,Swati
380718340,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,Avon,http://images.amazon.com/images/P/0380718340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380718340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380718340.01.LZZZZZZZ.jpg,177.18,196560,10,Comedy,French
451153553,Misery,Stephen King,1988,New Amer Library,http://images.amazon.com/images/P/0451153553.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451153553.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451153553.01.LZZZZZZZ.jpg,492.3,36330,2.9,Action,Oriya
142001805,The Eyre Affair: A Novel,Jasper Fforde,2003,Penguin Books,http://images.amazon.com/images/P/0142001805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142001805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142001805.01.LZZZZZZZ.jpg,496.81,32100,2.5,Action,Burmese
380014033,Lord of Light,Roger Zelazny,1969,Eos,http://images.amazon.com/images/P/0380014033.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380014033.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380014033.01.LZZZZZZZ.jpg,181.89,11770,1.3,Adventure,Lao
553277839,Faerie Tale,Raymond E. Feist,1989,Bantam,http://images.amazon.com/images/P/0553277839.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553277839.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553277839.01.LZZZZZZZ.jpg,358.77,11984,1.5,Comedy,Arabic
375706062,Lying Awake,Mark Salzman,2001,Vintage Books USA,http://images.amazon.com/images/P/0375706062.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375706062.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375706062.01.LZZZZZZZ.jpg,480.14,16328,1.8,Drama,Amharic
60981180,Mariette in Ecstasy,Ron Hansen,1992,Perennial,http://images.amazon.com/images/P/0060981180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060981180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060981180.01.LZZZZZZZ.jpg,476.16,30600,3.4,Documentary,Chinese
425147622,The Body Farm,Patricia Daniels Cornwell,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425147622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425147622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425147622.01.LZZZZZZZ.jpg,163.37,62100,5.9,Horror,Marathi
451180410,Mortal Fear,Greg Iles,1998,Signet Book,http://images.amazon.com/images/P/0451180410.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451180410.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451180410.01.LZZZZZZZ.jpg,452.06,34239,3.2,Drama,Moldovan
425143341,Curfew,Phil Rickman,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425143341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425143341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425143341.01.LZZZZZZZ.jpg,156.1,100470,5.3,Comedy,Greek
446360856,The Gold Coast,Nelson DeMille,1991,Warner Books,http://images.amazon.com/images/P/0446360856.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446360856.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446360856.01.LZZZZZZZ.jpg,435.18,113197,7.8,Drama,French
1593100825,Highland Legacy: Four Generations of Love Are Rooted in Scotland,Tracey V. Bateman,2004,Barbour Publishing,http://images.amazon.com/images/P/1593100825.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1593100825.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1593100825.01.LZZZZZZZ.jpg,475.11,94128,8.8,Action,Czech
800758579,Emma's Gift: A Novel,Leisha Kelly,2003,Revell,http://images.amazon.com/images/P/0800758579.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0800758579.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0800758579.01.LZZZZZZZ.jpg,310.41,20520,1.9,Comedy,Azeri
812589831,People of the Owl (First North Americans),Kathleen O'Neal Gear,2004,Forge Books,http://images.amazon.com/images/P/0812589831.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812589831.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812589831.01.LZZZZZZZ.jpg,277.99,115746,6.2,Comedy,Dari
451212193,Wind Walker,Cassie Edwards,2004,Signet Book,http://images.amazon.com/images/P/0451212193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451212193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451212193.01.LZZZZZZZ.jpg,256.96,15912,1.7,Action,Haitian Creole
1593101678,Kansas Brides,Denise Hunter,2004,Barbour Publishing,http://images.amazon.com/images/P/1593101678.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1593101678.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1593101678.01.LZZZZZZZ.jpg,70.44,41265,3.1,Children,Filipino
312993560,The Tea Rose,Jennifer Donnelly,2004,St. Martin's Press,http://images.amazon.com/images/P/0312993560.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312993560.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312993560.01.LZZZZZZZ.jpg,421.85,18762,1.8,Documentary,Bengali
373791429,A Burning Obsession (Blaze),Susan Kearney,2004,Harlequin,http://images.amazon.com/images/P/0373791429.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373791429.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373791429.01.LZZZZZZZ.jpg,272.73,57750,3.6,Drama,Tajik
373227787,Wanted Woman : Cascades Concealed (Intrigue),B.J. Daniels,2004,Harlequin,http://images.amazon.com/images/P/0373227787.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373227787.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373227787.01.LZZZZZZZ.jpg,471.88,142310,10,Comedy,English
037327372X,To the Limit (Intimate Moments),Virginia Kelly,2004,Silhouette,http://images.amazon.com/images/P/037327372X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037327372X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037327372X.01.LZZZZZZZ.jpg,97.26,102678,6.2,Animation,Latvian
373273711,One Eye Open (Intimate Moments),Karen Whiddon,2004,Silhouette,http://images.amazon.com/images/P/0373273711.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373273711.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373273711.01.LZZZZZZZ.jpg,156.27,61776,3.3,Sci-Fi,Northern Sotho
380400480,A Pirate's Love,Johanna Lindsey,1978,Avon,http://images.amazon.com/images/P/0380400480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380400480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380400480.01.LZZZZZZZ.jpg,57.3,150480,9.6,Comedy,Papiamento
037327369X,A Cry In the Dark : Family Secrets: The Next Generation (Intimate Moments),Jenna Mills,2004,Silhouette,http://images.amazon.com/images/P/037327369X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037327369X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037327369X.01.LZZZZZZZ.jpg,264.76,87241,7.3,Documentary,Portuguese
1551666685,Embrace the Twilight,Maggie Shayne,2003,Mira Books,http://images.amazon.com/images/P/1551666685.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551666685.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551666685.01.LZZZZZZZ.jpg,279.73,11600,1.2,Documentary,Malayalam
778320227,Edge of Twilight,Maggie Shayne,2004,Mira Books,http://images.amazon.com/images/P/0778320227.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0778320227.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0778320227.01.LZZZZZZZ.jpg,495.73,181560,10,Drama,Quechua
553582763,By the Light of the Moon,DEAN KOONTZ,2003,Bantam,http://images.amazon.com/images/P/0553582763.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582763.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582763.01.LZZZZZZZ.jpg,393.15,67392,4.3,Drama,Romanian
425188809,Watchers,Dean R. Koontz,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425188809.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425188809.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425188809.01.LZZZZZZZ.jpg,273.08,146265,7.4,Drama,Sotho
425092178,Strangers,Dean R. Koontz,1986,Penguin Putnam~mass,http://images.amazon.com/images/P/0425092178.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425092178.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425092178.01.LZZZZZZZ.jpg,139.28,114030,6.6,Romance,Pashto
345384369,Intensity,DEAN KOONTZ,1996,Ballantine Books,http://images.amazon.com/images/P/0345384369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345384369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345384369.01.LZZZZZZZ.jpg,82.07,102600,6.4,Adventure,Bosnian
034539657X,Dark Rivers of the Heart,Dean R. Koontz,1995,Ballantine Books,http://images.amazon.com/images/P/034539657X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034539657X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034539657X.01.LZZZZZZZ.jpg,249.54,145800,10,Documentary,Tajik
20532105,CRY THE BELOVED COUNTRY (Scribner Classic),Alan Paton,1987,Scribner,http://images.amazon.com/images/P/0020532105.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0020532105.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0020532105.01.LZZZZZZZ.jpg,248.79,125300,7.1,Action,Polish
671623931,GOOD EARTH,Gordon Buck,1987,Pocket,http://images.amazon.com/images/P/0671623931.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671623931.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671623931.01.LZZZZZZZ.jpg,82.55,94600,5.8,Action,Dari
